filename,width,height,class,xmin,ymin,xmax,ymax
cat-3933_jpg.rf.ce3e6e4bce8ed66996618817ecb9770e.jpg,320,320,cat,18,69,317,249
cat-3775_jpg.rf.ce65830c8eadae48be874a5d6c412eb7.jpg,320,320,cat,1,34,267,284
dog-202_jpg.rf.ced6082e559740836841d3a307c562fe.jpg,320,320,dog,91,96,265,244
dog-3549_jpg.rf.cf638498cbc90de24efcd7232164a686.jpg,320,320,dog,0,3,317,316
cat-3760_jpg.rf.cf16e8f8af0626156cfd65bb09cbcbab.jpg,320,320,cat,28,76,320,319
dog-342_jpg.rf.cea1ba7dee9dc69890865840b96fe71a.jpg,320,320,dog,6,127,298,269
cat-3501_jpg.rf.cfa9022a877a3da84aacd65ba4639bd5.jpg,320,320,cat,21,3,277,293
dog-432_jpg.rf.cf1197f99eeb98652812e00eb1e4d0ec.jpg,320,320,dog,29,43,306,287
cat-3560_jpg.rf.ceb401ffe0b122c2b21886f56eada7ad.jpg,320,320,cat,12,30,312,303
dog-446_jpg.rf.cec2019729936917b1d497b12f57c819.jpg,320,320,dog,49,62,309,296
cat-41_jpg.rf.cf1f7d19fbd31f014cdc73a34e198eb4.jpg,320,320,cat,69,6,305,318
cat-3860_jpg.rf.cf4e6dd42f1a76643c1783ac4a1ed678.jpg,320,320,cat,9,32,319,291
dog-3513_jpg.rf.cfac06748bd84ba1f6a558570d284687.jpg,320,320,dog,22,12,300,298
cat-3503_jpg.rf.cfc0ddb4dec158481cfa2a94264c3d29.jpg,320,320,cat,32,5,284,319
dog-379_jpg.rf.cfc61e04a675111be558c4cb2f75ae69.jpg,320,320,dog,75,21,241,295
dog-201_jpg.rf.cfd258c20a73b607683f80d58055cdb5.jpg,320,320,dog,5,103,290,251
cat-3577_jpg.rf.d016d6686e49776e5dcee16fc28739c8.jpg,320,320,cat,93,80,318,202
cat-3949_jpg.rf.d0073a6a9f04727b0826588b6ea02209.jpg,320,320,cat,5,0,153,286
cat-3949_jpg.rf.d0073a6a9f04727b0826588b6ea02209.jpg,320,320,cat,148,134,306,286
dog-5_jpg.rf.d099d9cf24834340f5f5637078c5a9ae.jpg,320,320,dog,76,4,192,288
cat-3993_jpg.rf.d071157a4da9b4dba91d4af7bae432d7.jpg,320,320,cat,49,61,295,308
cat-3991_jpg.rf.d0fd3d319b279762ff66225df566d945.jpg,320,320,cat,2,25,318,293
dog-132_jpg.rf.d04822f88265dab5de7a87cba36a6dfd.jpg,320,320,dog,21,9,317,317
dog-173_jpg.rf.d1201749e8e3ca6401f03a809d3e50e8.jpg,320,320,dog,50,115,300,316
dog-173_jpg.rf.d1201749e8e3ca6401f03a809d3e50e8.jpg,320,320,dog,13,1,177,213
cat-3905_jpg.rf.d12fb0d34bcfa6b472625cfa22d865c0.jpg,320,320,cat,9,1,312,317
dog-457_jpg.rf.d125856cf7a603da7472da2b18771816.jpg,320,320,dog,25,84,311,294
dog-273_jpg.rf.d12e68d4e8025698699ad44dae9c661f.jpg,320,320,dog,34,34,272,280
dog-400_jpg.rf.d08dbfd625f604efde81a19ee4001573.jpg,320,320,dog,1,46,289,319
dog-285_jpg.rf.d134d5a9447477f1adc93479edb79457.jpg,320,320,dog,4,38,319,314
dog-384_jpg.rf.d0fda774146f51d8087cfc7ab06f085b.jpg,320,320,dog,62,35,298,317
cat-3623_jpg.rf.d09e4ade6f148fa78e31c00e716f7b55.jpg,320,320,cat,21,63,298,313
cat-3959_jpg.rf.cfffaa183384f21071f5399c9d847274.jpg,320,320,cat,40,12,315,318
cat-3966_jpg.rf.d0f8d4ce3df531b6edeaa1cff7b2ac87.jpg,320,320,cat,6,33,308,285
dog-499_jpg.rf.d188af6a92f99a45f95d06395e1acb4a.jpg,320,320,dog,3,42,307,265
cat-25_jpg.rf.d18fa9560e8cd559360ddfe1a55de108.jpg,320,320,cat,100,18,312,320
dog-315_jpg.rf.d193cbe06136e30940951b5a56cfabc5.jpg,320,320,dog,5,42,283,224
dog-122_jpg.rf.d1c7c298356f6b03259bee219692254e.jpg,320,320,dog,50,37,319,315
cat-3826_jpg.rf.d336f0ce52c5fda6ac63b000978c116b.jpg,320,320,cat,0,2,319,319
dog-10_jpg.rf.d205d1dfff226321bbe3551c7b769cb9.jpg,320,320,dog,16,43,272,285
dog-3512_jpg.rf.d31b0366d556d2b74cec9cd4c3b85cce.jpg,320,320,dog,34,29,288,297
dog-393_jpg.rf.d1a5130ad7727b45d8bcf37e23004386.jpg,320,320,dog,1,78,283,266
dog-199_jpg.rf.d1b693012dee1c5b061cdacda6392777.jpg,320,320,dog,3,26,316,313
cat-3763_jpg.rf.d368912db59d2295851053b7f4f81d7b.jpg,320,320,cat,80,2,319,319
dog-24_jpg.rf.d2087a247bfb49bddb66de65e1d5b3ff.jpg,320,320,dog,4,8,314,317
dog-57_jpg.rf.d31eabdf6c8cf17d5e7508bfdb419d73.jpg,320,320,dog,0,16,317,317

cat-3843_jpg.rf.d1c6c95bc5e0c6eae452f57d79bc1f25.jpg,320,320,cat,11,28,307,298
dog-71_jpg.rf.d34b57db91e13962ae2dfce24457e80e.jpg,320,320,dog,14,61,316,253
dog-167_jpg.rf.d1ce7480acbeb45f9c3c18ed7613ddbe.jpg,320,320,dog,22,43,316,253
dog-464_jpg.rf.d4835032b9e27415720c260128612374.jpg,320,320,dog,24,48,286,232
cat-3736_jpg.rf.d37464d38e854b584b485115deaa0e5a.jpg,320,320,cat,3,13,313,318
cat-3917_jpg.rf.d36b7e306646844fd2fdf98839c5c7b6.jpg,320,320,cat,4,19,319,307
dog-78_jpg.rf.d3025472c8ccb8039378756fa761cd02.jpg,320,320,dog,37,55,279,199
cat-3643_jpg.rf.d284c9b19da014108da30f654504a325.jpg,320,320,cat,14,7,274,318
cat-3851_jpg.rf.d4b38ce3256e74f7443cc86d345e0b43.jpg,320,320,cat,19,4,249,316
cat-3564_jpg.rf.d4aad1f2f8bc3ddbbd2b21fa0d774223.jpg,320,320,cat,14,14,286,310
cat-6_jpg.rf.d4c12634d2f8cbbae3524cbce9a7499a.jpg,320,320,cat,49,122,145,246
cat-3848_jpg.rf.d30b267bbb21ff24559ad1e2b07d6047.jpg,320,320,cat,33,40,254,311
cat-3712_jpg.rf.d3064e58a6ffa891acae0401725caca1.jpg,320,320,cat,16,6,307,316
dog-344_jpg.rf.d520963fd8fa5030678083a511db88b3.jpg,320,320,dog,26,13,276,306
cat-3971_jpg.rf.d4c2888316e14023197fa5b3afbed28d.jpg,320,320,cat,3,165,317,305
cat-3971_jpg.rf.d4c2888316e14023197fa5b3afbed28d.jpg,320,320,cat,92,7,319,127
cat-3952_jpg.rf.d543727106bc926466ab9c85b6e859ed.jpg,320,320,cat,93,57,263,265
dog-179_jpg.rf.d4fc8ff9c7fe875a50e0518ee0870129.jpg,320,320,dog,4,6,318,316
cat-3650_jpg.rf.d4e1ba16463a4e0147e07a3192db62c8.jpg,320,320,cat,91,6,211,256
dog-3530_jpg.rf.d54bebab08fe05d659f3a08e21049b24.jpg,320,320,dog,12,6,302,316
cat-3583_jpg.rf.d643ad8e8d5df263268d8e4648b0f62d.jpg,320,320,cat,10,11,279,319
cat-3878_jpg.rf.d6709cb903250977397c8e1fa5a490f5.jpg,320,320,cat,2,16,316,274
dog-105_jpg.rf.d59fa6a722a6a20f7fcb7b9296b47460.jpg,320,320,dog,7,18,317,312
cat-22_jpg.rf.d51e65ef5ecf1ba947f649b01faedb55.jpg,320,320,cat,15,44,310,318
cat-3912_jpg.rf.d521d4a00d1603114f4c104e1b273ab3.jpg,320,320,cat,1,8,288,300
dog-395_jpg.rf.d684a4d0b00ededd88343b81ef8eff18.jpg,320,320,dog,19,23,319,317
cat-3816_jpg.rf.d6148f9f8be5ec6717b05d10022ebc63.jpg,320,320,cat,1,48,302,300
dog-159_jpg.rf.d5df72a26ecc12cbc73013923338a88c.jpg,320,320,dog,96,63,218,291
dog-459_jpg.rf.d628cb720013495add74e2219093a47b.jpg,320,320,dog,23,19,317,317
dog-494_jpg.rf.d74d8d9d8eaf8ca85d0aa5b5079e3c35.jpg,320,320,dog,60,47,280,306
dog-119_jpg.rf.d5534a960d3bce500e3698c271aeae6e.jpg,320,320,dog,7,38,317,302
dog-61_jpg.rf.d7c4a0cd3bebdd27c2c44eb2073bda2b.jpg,320,320,dog,12,21,317,317
dog-21_jpg.rf.d744c4e7be55d27b1374a226789205cb.jpg,320,320,dog,7,12,303,312
cat-3641_jpg.rf.d8be736922551df651eeedc8bd6cb62c.jpg,320,320,cat,7,6,233,299
dog-267_jpg.rf.d798b86c09dfddb5e72ecd870284cb86.jpg,320,320,dog,19,26,309,256
dog-388_jpg.rf.d503d96877761dfb430e25509bdb3442.jpg,320,320,dog,3,7,319,247
cat-3678_jpg.rf.d6e73245833e4736cbe9c6ac8d3bbc90.jpg,320,320,cat,39,12,219,319
dog-168_jpg.rf.d91b5348f72a538574230ab06f664b0d.jpg,320,320,dog,29,4,314,312
cat-11_jpg.rf.d7f566e3a4001dd624a04830769fee25.jpg,320,320,cat,104,11,268,300
dog-200_jpg.rf.d9242a8e939d2cdb2fd905a840481e39.jpg,320,320,dog,2,50,310,303
cat-3805_jpg.rf.d87c8069a222984b94111e95e6dfa1b3.jpg,320,320,cat,5,5,311,298
dog-402_jpg.rf.d8ae05e61097513fbd908d36c6551837.jpg,320,320,dog,22,11,311,239
dog-463_jpg.rf.d8da0ad6b25b8eee372c0d2036f790aa.jpg,320,320,dog,56,39,261,295
cat-3957_jpg.rf.d86ca620aaf67d59d257d41542377492.jpg,320,320,cat,94,98,222,208
cat-3856_jpg.rf.d84e35f9bb85827d7a1fa7fac0877df6.jpg,320,320,cat,21,93,285,309
cat-3708_jpg.rf.d95125704ce6b1ab24b2f19062a7e4a0.jpg,320,320,cat,30,5,300,292
cat-3856_jpg.rf.d6ed0cffec0c35cfdaf6e4b5ccbdf412.jpg,320,320,cat,21,93,285,309
dog-185_jpg.rf.d9696bc70ef3457f71c59b7843f468cc.jpg,320,320,dog,9,5,315,320
cat-3967_jpg.rf.d9547318e04692969b5b3798e9dfe0b3.jpg,320,320,cat,45,93,319,297
cat-3574_jpg.rf.d9d57e4d6503dedd431903b8f443d2e7.jpg,320,320,cat,88,26,316,274
cat-9_jpg.rf.d9cff057750b9703cb8d9cd551f229ce.jpg,320,320,cat,1,0,319,319
cat-3611_jpg.rf.da9bc5d1cae42b3993e2e1c35d082d71.jpg,320,320,cat,1,138,292,257
dog-1_jpg.rf.da8af0f437a898002e5270b46526ad50.jpg,320,320,dog,15,34,289,304
dog-20_jpg.rf.dadf13eb423105ed93f8a4aae565dc5b.jpg,320,320,dog,9,85,231,209
cat-3675_jpg.rf.dab21f073a76bae533cdc47e1f54ba13.jpg,320,320,cat,7,25,317,235
dog-34_jpg.rf.dbe9115e378246534aff8dd5169241d7.jpg,320,320,dog,82,110,242,176
dog-354_jpg.rf.dac06d7849669e9993c5ad3b8fdd4e76.jpg,320,320,dog,43,128,257,248
dog-403_jpg.rf.d9cff198dd369c6dbeb421552a469edc.jpg,320,320,dog,1,70,276,236
dog-254_jpg.rf.db77e3d9f212c604be5c34579e991482.jpg,320,320,dog,17,39,315,233
dog-409_jpg.rf.dafcea576a721e4f8c78a15d5618582a.jpg,320,320,dog,59,45,309,317
dog-350_jpg.rf.daea98f4394f9e3e6f9b09f7b5454f4b.jpg,320,320,dog,25,62,299,242
dog-412_jpg.rf.db2c738a771262d283221c2e95d00bc7.jpg,320,320,dog,14,26,306,302
cat-3650_jpg.rf.dada3fbf0c8f9203491e0c300bd49a95.jpg,320,320,cat,64,91,314,211
cat-35_jpg.rf.db7926371306da3b552870b261bd64d0.jpg,320,320,cat,18,7,299,305
dog-397_jpg.rf.dc8feb66e1097a7111eabd371248fd74.jpg,320,320,dog,36,31,284,306
dog-236_jpg.rf.db636912c4f4e4b851259c431541bc12.jpg,320,320,dog,55,7,305,306
cat-3884_jpg.rf.db03fb0a21e5bf5d8b32d7969319a195.jpg,320,320,cat,2,4,314,308
cat-3779_jpg.rf.dbbe769e49b15d1a3750f1889cecf463.jpg,320,320,cat,14,28,316,290
cat-3976_jpg.rf.dbd7cb69917419bb5022217e8a63e92c.jpg,320,320,cat,9,65,309,309
cat-13_jpg.rf.dc74cc626676ce5719c79ac6ab17e3a4.jpg,320,320,cat,1,7,310,315
cat-3559_jpg.rf.db597985781c22ca9b9a644f4e1a8d3b.jpg,320,320,cat,35,2,149,294
cat-3559_jpg.rf.db597985781c22ca9b9a644f4e1a8d3b.jpg,320,320,cat,127,63,267,294
cat-3559_jpg.rf.db597985781c22ca9b9a644f4e1a8d3b.jpg,320,320,cat,173,1,263,103
cat-3690_jpg.rf.dc46abf647846fa332ccb3c197554d41.jpg,320,320,cat,18,23,304,296
dog-25_jpg.rf.db694c34470643f2b48b9177501a6d7a.jpg,320,320,dog,48,127,239,235
dog-245_jpg.rf.daf07628118488f7d1458c7958b067e3.jpg,320,320,dog,33,14,301,308
cat-3575_jpg.rf.dd8c6b1e97e0074ec267e3ffd92dd6d0.jpg,320,320,cat,27,3,253,125
cat-3575_jpg.rf.dd8c6b1e97e0074ec267e3ffd92dd6d0.jpg,320,320,cat,27,204,251,312
dog-445_jpg.rf.de4184b55d116b49929d75f23c8860c8.jpg,320,320,dog,107,112,243,182
cat-3786_jpg.rf.ddade1f79e06d10a92b05c15d26aac68.jpg,320,320,cat,149,109,259,296
cat-3786_jpg.rf.ddade1f79e06d10a92b05c15d26aac68.jpg,320,320,cat,1,6,215,221
cat-3985_jpg.rf.dd8f2f727719c1d095ff7ceaf6646910.jpg,320,320,cat,2,1,320,309
cat-3802_jpg.rf.dd29201c19e23845a7af29b1f2d07e4d.jpg,320,320,cat,32,14,302,320
cat-3522_jpg.rf.ddf000254142a6f2427201fb78c45e14.jpg,320,320,cat,11,5,305,295
dog-435_jpg.rf.de7ba5a27afb0ced68c9bcf125f1c74d.jpg,320,320,dog,21,68,271,248
dog-417_jpg.rf.ddbce8be66ede66937c8628ad228654c.jpg,320,320,dog,41,18,305,276
cat-3786_jpg.rf.df1ced16b15868986794662d92a79828.jpg,320,320,cat,149,109,259,296
cat-3786_jpg.rf.df1ced16b15868986794662d92a79828.jpg,320,320,cat,1,6,215,221
dog-65_jpg.rf.de1d8ef9d809c3c6d1122f7bba82e61b.jpg,320,320,dog,43,10,303,287
dog-65_jpg.rf.de1d8ef9d809c3c6d1122f7bba82e61b.jpg,320,320,dog,39,187,159,309
dog-136_jpg.rf.dcb170b3fbd3a92d4016dc64214a2815.jpg,320,320,dog,32,74,301,250
cat-3560_jpg.rf.deb6a13d4e79dbd17c4e964bca30dd33.jpg,320,320,cat,12,30,312,303
dog-3505_jpg.rf.df6ebb289df1f47ada9d64db82c150d6.jpg,320,320,dog,34,101,295,252
dog-400_jpg.rf.de05d694c960167fc811d7b42d2873ef.jpg,320,320,dog,46,31,319,319
cat-3910_jpg.rf.de0add1012e569a7107def477fd11e84.jpg,320,320,cat,174,137,268,217
cat-3910_jpg.rf.de0add1012e569a7107def477fd11e84.jpg,320,320,cat,34,176,249,282
cat-3910_jpg.rf.de0add1012e569a7107def477fd11e84.jpg,320,320,cat,48,60,203,142
cat-3910_jpg.rf.de0add1012e569a7107def477fd11e84.jpg,320,320,cat,53,132,195,198
cat-3646_jpg.rf.dfdf5e8638ab4b53bed0c4596316ea1b.jpg,320,320,cat,101,21,317,153
cat-11_jpg.rf.ddffefae0c600e659716c1640b39d339.jpg,320,320,cat,21,104,310,268
dog-11_jpg.rf.dfd4268abb83cac8292d7c468b0626d7.jpg,320,320,dog,8,34,287,302
dog-29_jpg.rf.e00173f3cfd4badd0d3060ebe8491139.jpg,320,320,dog,86,63,240,211
dog-227_jpg.rf.df5265a92a636af7db108bf53aff57f2.jpg,320,320,dog,83,36,249,316
dog-365_jpg.rf.ded1d22c8f21a503aacfad66863341ca.jpg,320,320,dog,58,6,278,311
dog-181_jpg.rf.de1360514a370c7692cd82a6975c756d.jpg,320,320,dog,18,14,306,313
dog-312_jpg.rf.dfb89c3872e34ed83cec0645e5be77d5.jpg,320,320,dog,70,47,272,317
dog-148_jpg.rf.de4899c30f77c1584fa5b17161248223.jpg,320,320,dog,4,74,278,289
dog-53_jpg.rf.dfcfc8675042ee1b7cf82bc2907c56d5.jpg,320,320,dog,37,40,309,276
cat-3567_jpg.rf.e0398c987d3c79f1b4e22dac32f32066.jpg,320,320,cat,2,1,316,310
dog-349_jpg.rf.e02b666cd68dd14f85456a5f05c3173c.jpg,320,320,dog,11,6,307,317
dog-450_jpg.rf.e05f58f5ecf863ea10cb88900df285bc.jpg,320,320,dog,4,12,314,313
cat-3546_jpg.rf.e00c41335b7208b83d5bb4406c97f143.jpg,320,320,cat,31,3,318,319
cat-3747_jpg.rf.e1393db82e66a10e528687fe5d205d9b.jpg,320,320,cat,120,52,268,210
cat-3766_jpg.rf.e0b7fdf421c74469c3db1e0490f0e08d.jpg,320,320,cat,47,97,159,293
cat-3766_jpg.rf.e0b7fdf421c74469c3db1e0490f0e08d.jpg,320,320,cat,141,8,318,189
cat-3766_jpg.rf.e0b7fdf421c74469c3db1e0490f0e08d.jpg,320,320,cat,230,1,320,109
dog-134_jpg.rf.e12da5d756a340bf3c7b45e8b153759c.jpg,320,320,dog,14,2,306,274
dog-429_jpg.rf.e22831c08d102529e7235db0e86fa9e4.jpg,320,320,dog,1,40,297,313
dog-1_jpg.rf.e10528ccd1585f47a1674953a2898edc.jpg,320,320,dog,34,32,304,306
cat-3728_jpg.rf.e154315b5d1980e50bc79f94d78cebe3.jpg,320,320,cat,15,1,287,319
dog-357_jpg.rf.e2268b54e7075252934751abec839643.jpg,320,320,dog,1,64,316,250
cat-3819_jpg.rf.e2707e3d92bbcb808fba88b90bf9f41e.jpg,320,320,cat,35,14,291,298
cat-3694_jpg.rf.e28cf9b13bd853b262f63cfe5db8a11a.jpg,320,320,cat,14,95,290,230
dog-366_jpg.rf.e244df079e7827eb01bb350f9c28f852.jpg,320,320,dog,106,30,318,296
dog-486_jpg.rf.e1cd3d0c4387ed7c2b6a4e56bf26ed1a.jpg,320,320,dog,9,37,315,298
dog-141_jpg.rf.e2656965cb45af1bc9ce2b5c7caa8ee3.jpg,320,320,dog,33,19,203,233
dog-57_jpg.rf.e2f10153c20cd9a8e778e82dbdc5ddec.jpg,320,320,dog,0,16,317,317
dog-101_jpg.rf.e28eca11a6cca2debac1270114fa44a8.jpg,320,320,dog,7,35,299,282
dog-445_jpg.rf.e2e3c3e715c5cc18ce6bf8d10af97bdb.jpg,320,320,dog,107,112,243,182
cat-3728_jpg.rf.e2e6d4298879b66ee23f462d7c8f564d.jpg,320,320,cat,15,1,287,319
cat-3508_jpg.rf.e34b55f7e245890199cfe14c51ce6574.jpg,320,320,cat,30,21,284,301
dog-107_jpg.rf.e2bcd79d9b45010fd084cf2e2c9cf200.jpg,320,320,dog,16,12,314,317
cat-3673_jpg.rf.e35efd454e0cabfcc3c4c80ea0e73886.jpg,320,320,cat,0,20,319,290
dog-236_jpg.rf.e3037779c23bc2112536ebefd63413fc.jpg,320,320,dog,14,55,313,305
cat-3879_jpg.rf.e3473418cb30eae3647becbbe80c6d3c.jpg,320,320,cat,56,32,316,314
dog-51_jpg.rf.e29292ea61c0d05e1935c14313c2cbc6.jpg,320,320,dog,25,15,317,309
cat-3592_jpg.rf.e34886759933f21c3ffea83198e0c6dc.jpg,320,320,cat,8,17,278,313
dog-3525_jpg.rf.e3537cc175037d1e094fe1ff3497d507.jpg,320,320,dog,16,45,307,281
dog-265_jpg.rf.e2ff3739be84c233340e2cd1cbdcd79f.jpg,320,320,dog,34,98,294,229
dog-310_jpg.rf.e3a02b5e0f2475205986f1402b38f4be.jpg,320,320,dog,62,0,236,319
dog-327_jpg.rf.e328cc2d8ec364b7d8efab47d8e20400.jpg,320,320,dog,16,9,302,312
dog-37_jpg.rf.e3df6c9fb2a783fb113a8d07e921b682.jpg,320,320,dog,5,1,280,313
cat-3759_jpg.rf.e3a5c16e23bfe17e79783f163b75d9c1.jpg,320,320,cat,106,75,240,317
cat-3831_jpg.rf.e3d0d31a486d3bb74f59b396e71b9a14.jpg,320,320,cat,17,18,318,264
dog-35_jpg.rf.e38d9071d2af4d3489ce4288e865ace3.jpg,320,320,dog,1,10,316,318
dog-3528_jpg.rf.e4069418bbdd0ff6df12c6dd10e560dd.jpg,320,320,dog,19,7,263,253
dog-294_jpg.rf.e40589312659bce05ec61ac3140a34c3.jpg,320,320,dog,76,82,316,318
dog-3543_jpg.rf.e3aadb9222fdd8121c964d0d16df66a5.jpg,320,320,dog,47,15,305,316
dog-107_jpg.rf.e432d79847feceb23a33ac26bac9ceba.jpg,320,320,dog,16,12,314,317
dog-305_jpg.rf.e428e62572cc1dab6348f11d82c8f41c.jpg,320,320,dog,108,117,248,319
dog-259_jpg.rf.e48978d2a2f7190671c606047139d35f.jpg,320,320,dog,14,18,317,319
cat-3641_jpg.rf.e4ccba7315a2ee68cc888a64cb377f7f.jpg,320,320,cat,7,6,233,299
dog-213_jpg.rf.e5150511e8aacfc32fd2be881e393642.jpg,320,320,dog,57,108,291,217
cat-30_jpg.rf.e566e7def42364c05e93a90cbc8c0815.jpg,320,320,cat,14,28,287,260
cat-3553_jpg.rf.e4358531ec99bee627661a9bf6a00f3e.jpg,320,320,cat,2,37,320,319
dog-456_jpg.rf.e604416005815ba936014dcea5b1aa91.jpg,320,320,dog,1,110,249,320
cat-3713_jpg.rf.e516d1acf8add82ca4e30dbdc84da8ef.jpg,320,320,cat,96,189,316,313
cat-3713_jpg.rf.e516d1acf8add82ca4e30dbdc84da8ef.jpg,320,320,cat,29,6,250,270
cat-3857_jpg.rf.e529127632d532bf12f37e46ef6ccab9.jpg,320,320,cat,58,86,270,204
cat-3972_jpg.rf.e480c61210b535a14be2242d2f2bd193.jpg,320,320,cat,27,57,300,287
dog-367_jpg.rf.e58bee81787d7303c4031b5d8eac11ca.jpg,320,320,dog,1,5,291,295
dog-171_jpg.rf.e62d548f9047b9c550be49d701d72bd9.jpg,320,320,dog,49,53,287,255
cat-3527_jpg.rf.e5f915cbf5781f67685d36febee43068.jpg,320,320,cat,34,2,316,298
cat-3558_jpg.rf.e6b09c1db574542d4a1f2d35e1c457c0.jpg,320,320,cat,1,3,317,307
cat-3894_jpg.rf.e60a3d61b2a129cc52b992e59230f8dd.jpg,320,320,cat,1,12,315,296
cat-3828_jpg.rf.e5cd0da752f29305059fe3e67b689ace.jpg,320,320,cat,121,109,211,319
cat-3832_jpg.rf.e68601a48bfa656861688100ae71dadb.jpg,320,320,cat,53,27,281,309
dog-283_jpg.rf.e7062045735d917c6d8e448ff028e308.jpg,320,320,dog,20,13,296,307
dog-35_jpg.rf.e6b27486b38bb86aa5c15845235101a4.jpg,320,320,dog,1,10,316,318
cat-3520_jpg.rf.e652feef2bef8d817fde36bd712212d8.jpg,320,320,cat,8,8,310,318
cat-3718_jpg.rf.e6e7ff4c1960f4df8ea07af3c53d7af8.jpg,320,320,cat,30,4,320,297
dog-486_jpg.rf.e56a17e299a46352c6d3a5613be9cdb6.jpg,320,320,dog,6,23,312,284
dog-466_jpg.rf.e71712e8ece72119e425e6813401747e.jpg,320,320,dog,53,46,315,253
cat-3655_jpg.rf.e606386ccdb2bea9b572ed9f1b5f2a43.jpg,320,320,cat,17,5,245,288
dog-499_jpg.rf.e65a470917ef2ac5205d329db646e9e2.jpg,320,320,dog,42,14,265,318
dog-364_jpg.rf.e7657d172202477552b14ff11e6abf93.jpg,320,320,dog,3,39,309,309
dog-121_jpg.rf.e6cc34bfd1b093b1fc3908df397ff147.jpg,320,320,dog,27,1,317,294
dog-155_jpg.rf.e804561cc4f36ff56bbb0b373ecfef95.jpg,320,320,dog,2,3,312,317
dog-55_jpg.rf.e71910bd74641ba8653745a6af7d8b1d.jpg,320,320,dog,30,5,316,316
cat-3725_jpg.rf.e79dabdaf077281957b318476d68f80a.jpg,320,320,cat,6,25,297,291
cat-3957_jpg.rf.e86e6cec26aca34952513a49dfb5aaa6.jpg,320,320,cat,98,113,226,223
dog-291_jpg.rf.e887069075ea41175e2399bce3d4d5dc.jpg,320,320,dog,117,22,267,264
dog-193_jpg.rf.e8481e214a0207196fb3c7db6f4b9c34.jpg,320,320,dog,32,55,290,289
dog-430_jpg.rf.e7809ca895dfb64bd0f551d6da031c61.jpg,320,320,dog,17,22,317,298
cat-3846_jpg.rf.e940d63d74707584bf0f4d556856898b.jpg,320,320,cat,30,8,243,290
dog-288_jpg.rf.e8cb87d2f3c10c7f20740057dc794cfc.jpg,320,320,dog,62,47,262,267
cat-3726_jpg.rf.e91033d6a9c05cf4206ea15427316427.jpg,320,320,cat,60,0,318,226

dog-355_jpg.rf.e8feb8b424bd8cda81020f418ddc2fb6.jpg,320,320,dog,33,40,287,280
dog-360_jpg.rf.e8564e73f2ce69720a0db28f84e6595d.jpg,320,320,dog,104,47,230,319
